"","Board Game Name","Publishing Year","Game Playing Time","Max Number of Players"
"55730","Trellis",1999,30,2
"55731","Hopp Hopp",1999,20,4
"55732","The Barbarossa Campaign",1999,0,1
"55733","Cold Harbor",1999,0,1
"55734","Pick Out Stix",1999,15,0
"55735","Pepe Postflieger",1999,30,4
"55736","Murder Mystery Party: Murder in Silver Screen City",1999,180,10
"55737","Slag! Campaign Rules",1999,0,2
"55738","Triapon",1999,30,3
"55739","Dragondisks:The Original Viking Battle Game",1999,10,4
"55740","Mensch argere dich nicht: Das Knobelspiel",1999,30,6
"55741","Jetzt fahrn wir ubern See...",1999,15,8
"55742","Roller Rumble",1999,60,4
"55743","The Game of Life (40th Anniversary Edition)",1999,30,6
"55744","Wimmelwurm",1999,15,4
"55745","Group Photo",1999,15,6
"55746","Sixty-two Dice Games",1999,30,0
"55747","The All Canadian Trivia Board Game: Millennium Edition",1999,60,8
"55748","Lach dich schlapp!",1999,20,6
"55749","Plastic Ships and Fuzzy Men",1999,0,2
"55750","Mekatac",1999,30,8
"55751","Little Bear: Berries, Cherries, Apples & Pears",1999,10,4
"55752","Stargo",1999,5,30
"55753","Millennium: Das Jahrtausendspiel",1999,20,6
"55754","Racecraze",1999,0,5
"55755","Imperium Romanum Lite",1999,0,5
"55756","Equazzle",1999,30,4
"55757","Quick Pix Animals",1999,0,6
"55758","Quick Pix Geography",1999,0,6
"55759","Quick Pix Math",1999,0,6
"55760","Quick Pix Multiplication",1999,0,6
"55761","Wiggle & Giggle",1999,0,4
"55762","Plumino",1999,20,6
"55763","Colorful Ottokar",1999,15,6
"55764","Popsicle Zone Games",1999,15,4
"55765","Sternefoifi",1999,30,10
"55766","Whales",1999,0,2
"55767","Amelie, aufgepasst!",1999,20,4
"55768","Back Alley",1999,60,4
"55769","Big Sunday Football",1999,30,4
"55770","Word Rally!",1999,10,10
"55771","Think: Chronos",1999,60,6
"55772","Pattern Blocks Games",1999,60,10
"55773","Wo sind deine Freunde? Kleiner Rabe",1999,0,4
"55774","Esperanca",1999,60,4
"55775","Panda Picnic Party",1999,15,4
"55776","House Rules",1999,0,2
"55777","Placar",1999,30,2
"55778","Das Flensburger Forde Spiel",1999,0,7
"55779","What Will You Find",1999,15,4
"55780","Dice Alley",1999,15,5
"55781","Farm Lotto",1999,20,4
"55782","Cyclo",1999,60,4
"55783","Theodore Tugboat Cargo Game",1999,30,5
"55784","Trivial Pursuit: Genus Edicion II (Spain)",1999,60,6
"55785","Definition: Cronicas Marcianas",1999,0,6
"55786","Affen Angeln",1999,25,2
"55787","Hungry Hound",1999,10,4
"55788","Caillou Gigantik Game",1999,20,4
"55789","Gaia's Garden",1999,60,6
"55790","Digimon Collectible Card Game",1999,0,2
"55791","Shoot the Board Game",1999,180,4
"55792","Space Dreadnought 3000",1999,90,6
"55793","Escape from Dork Tower",1999,15,6
"55794","Tri-Animals",1999,20,0
"55795","Games to Grow On",1999,10,4
"55796","Plopp!",1999,5,4
"55797","Scooby-doo! Mystery Card Game",1999,10,4
"55798","DBM Army Lists Book 3: 476 AD to 1071 AD",1999,0,2
"55799","DBM Army Lists Book 4: 1071 AD to 1500 AD",1999,0,2
"55800","Abeltje het spel",1999,0,4
"55801","AK47 Supplement",1999,120,0
"55802","Joseph And His Coat Of Many Colors",1999,30,4
"55803","Propertunity",1999,0,6
"55804","Point of No Return",1999,0,2
"55805","Silent Death House: Q'raj Void Protectorate",1999,120,8
"55806","Herre Pa Tappan",1999,30,6
"55807","England Invaded",1999,120,2
"55808","Future Race",1999,150,10
"55809","Booze, Boobs and Boners",1999,0,8
"55810","Decade",1999,0,4
"55811","Waffen-SS II: Fuhrer's Firemen",1999,240,2
"55812","Bethesda Church",1999,120,2
"55813","Zebras & Lowen",1999,0,4
"55814","Bear in the Big Blue House Who's In My Room? Game",1999,15,4
"55815","How to Host a Teen Mystery: Roswell That Ends Well",1999,0,8
"55816","Monopoly: Manchester United Football Club",1999,120,6
"55817","Philanthropist: The National Gallery, London",1999,45,4
"55818","Memorise",1999,60,4
"55819","Starslavers",1999,0,2
"55820","Jamb",1999,30,6
"55821","Colonial",1999,60,1
"55822","The Hill",1999,30,4
"55823","Djungle",1999,30,6
"55824","Lingo",1999,0,2
"55825","Kunst & Kennis Spel: The Art & Expertise Game of the Rijksmuseum",1999,60,6
"55826","<U+00BF>Quien esta ahi?",1999,15,4
"55827","My First Scrabble",1999,0,0
"55828","Stars In Their Eyes",1999,0,6
"55829","Curious George Beginning Middle & End: card game",1999,0,4
"55830","Trivial Pursuit: Edicion Real Madrid",1999,45,4
"55831","Conspiracyland",1999,1,2
"55832","Schmuggler & Co.",1999,45,6
"55833","Who Knew?  The Who-What-Why Phrase Game",1999,45,4
"55834","Die Siedler von Catan: Kartenspiel – Zauberer & Drachen",1999,90,2
"55835","Die Siedler von Catan: Kartenspiel – Handel & Wandel",1999,90,2
"55836","Die Siedler von Catan: Kartenspiel – Politik & Intrige",1999,90,2
"55837","Die Siedler von Catan: Kartenspiel – Wissenschaft & Fortschritt",1999,90,2
"55838","Die Siedler von Catan: Kartenspiel – Ritter & Handler",1999,90,2
"55839","Ordeal Before Shuri",1999,0,2
"55840","QUAD: Galactic Chess",1999,90,4
"55841","Bondegardspillet",1999,10,4
"55842","Wanted: Dead or Alive",1999,0,0
"55843","Lurifax",1999,10,8
"55844","Around the world",1999,30,4
"55845","Franchise Mania",1999,30,8
"55846","Section D'Assaut",1999,0,0
"55847","Scramble for Africa",1999,360,6
"55848","Lucky Gnomes",1999,0,6
"55849","The Oxford History of Board Games",1999,0,0
"55850","You're Talking Absolute...Football",1999,45,2
"55851","Muntslag",1999,0,4
"55852","Franklin's Treasure Hunt Game",1999,20,4
"55853","Armies of Antiquity",1999,120,6
"55854","Run the Guns",1999,60,0
"55855","Pizza Pests",1999,0,0
"55856","My First Picture Dominoes",1999,0,4
"55857","Jurassic Quest",1999,30,4
"55858","A Lover's Touch",1999,90,2
"55859","Scrabble Junior Madeline",1999,0,4
"55860","Varialand",1999,15,4
"55861","Animal Journeys",1999,30,4
"55862","Alle meine Entchen",1999,10,6
"55863","Wherry: The Elizabethan Thames River Game",1999,0,7
"55864","RGB",1999,10,2
"55865","Hell On Wheels Battle Pack",1999,0,2
"55866","Dragon War: Pandora's Box",1999,45,6
"55867","Dragon War: Zombie Graveyard",1999,45,6
"55868","Dragon War: Underwater Way Set",1999,45,6
"55869","Dragon War: Gypsy Caravan",1999,45,6
"55870","Dragon War: Long Life Set",1999,45,6
"55871","Dragon War: The Shadowland Set",1999,45,6
"55872","Dragon War: Power Cards Set",1999,0,6
"55873","Dragon War: Character Enhancement Fate Card Set",1999,45,6
"55874","Dragon War: Movement Fate Card Set",1999,45,6
"55875","Dragon War: Rak Character Pak Set",1999,45,6
"55876","Dragon War: Kinetic Kardz Set",1999,45,6
"55877","Dragon War: Jurassic Valley Set",1999,45,6
"55878","Dragon Wars: Pregame Character Enhancement Charts",1999,45,6
"55879","Hockey Action",1999,45,2
"55880","Hydro Battle!",1999,20,2
"55881","Casino The Boardgame",1999,90,8
"55882","Dragon War: Elemental Furies",1999,45,6
"55883","Dragon War: Castle of Doom",1999,45,6
"55884","Dragon War: Escape from the Haunted House",1999,45,6
"55885","Dragon War: Artifacts of Avalon",1999,0,0
"55886","Dragon War: Dragon Allies",1999,45,6
"55887","Dragon War: Alien Invasion",1999,45,6
"55888","Dragon War: X-Pack",1999,0,0
"55889","Denver in a Box",1999,90,6
"55890","Draw It Outloud",1999,60,6
"55891","Leatherneck III",1999,0,2
"55892","Attraction",1999,30,4
"55893","Atomic",1999,45,2
"55894","NewLondonAreaopoly",1999,180,8
"55895","Battle of Talana Hill",1999,120,2
"55896","Euro-game",1999,60,4
"55897","Oly-opoly",1999,180,8
"55898","HIT",1999,0,10
"55899","At All Hazards: The Cold Harbor Campaign",1999,2,2
"55900","Martian Frisby",1999,10,2
"55901","Word Rigger",1999,20,6
"55902","Bilder-Bingo",1999,20,32
"55903","El juego del siglo",1999,60,20
"55904","Moto-King",1999,60,5
"55905","Las 7 Puertas",1999,60,4
"55906","Behind the Veil",1999,60,2
"55907","Card the Game",1999,1,8
"55908","Die Krone von Irland",1999,180,5
"55909","Sky Sports",1999,0,6
"55910","I'm a Little Teapot",1999,0,4
"55911","Leibstandarte Pack 1: Blitzkrieg",1999,0,2
"55912","Indy's Gamble",1999,0,2
"55913","Know Mosquitoes",1999,0,0
"55914","Ming",1999,15,2
"55915","Binary Dice",1999,15,10
"55916","Bible Trivia",1999,0,4
"55917","Start de Persen!",1999,0,8
"55918","Die Story vom Pferd",1999,45,4
"55919","M&M's Party Game",1999,30,4
"55920","Hitch-Hikers Guide to the Eclipse",1999,0,6
"55921","The Kingdom",1999,30,4
"55922","Napoleon 1796-1800",1999,0,6
"55923","Budapeszt 1945",1999,0,6
"55924","Agea",1999,0,2
"55925","Attrition",1999,30,2
"55926","Blitz",1999,0,2
"55927","Galax",1999,0,2
"55928","Gerrymandering",1999,0,2
"55929","Guild Master",1999,0,2
"55930","Flower Power",1999,0,2
"55931","Enclave",1999,0,4
"55932","Battle Royale",1999,0,2
"55933","Deity",1999,0,2
"55934","Durable Goods",1999,0,2
"55935","Egypt",1999,0,2
"55936","Fall of the Aztecs",1999,0,2
"55937","Zulu Spears",1999,0,2
"55938","Wolf Pack",1999,30,2
"55939","Thunderbirds: The Board Game",1999,0,6
"55940","Shako",1999,0,2
"55941","Mobsters",1999,0,2
"55942","My Brain Hurts",1999,0,6
"55943","What About Baseball",1999,30,2
"55944","Small Commercial Real Estate Lending Game",1999,180,6
"55945","Trivial Pursuit 50 Jahre Deutschland",1999,0,36
"55946","Silly Sentences",1999,0,4
"55947","La course des Gumballs",1999,10,4
"55948","Pick and Mix People",1999,0,4
"55949","Sherwood",1999,0,2
"55950","Warrior Races of Mars",1999,0,6
"55951","Superhero Slugfest",1999,0,0
"55952","Face to Face Paddington",1999,15,6
"55953","Revolution",1999,0,2
"55954","Space Base",1999,0,4
"55955","Space Blast",1999,0,2
"55956","War for Atlantis",1999,0,6
"55957","Uncommon Valor",1999,0,0
"55958","Wargammon",1999,0,2
"55959","MIK 2 Extension Kit for 1853",1999,240,6
"55960","Liberty March",1999,0,8
"55961","1898",1999,0,0
"55962","1890",1999,240,7
"55963","Sense-Ation",1999,30,12
"55964","Circus",1999,30,4
"55965","Operation Compass & Wavell's 30,000 (Special Edition Critical Hit Magazine)",1999,0,0
"55966","1000 Bornes de la France",1999,0,0
"55967","Logjam",1999,0,6
"55968","All-purpose Miniatures Rules",1999,30,2
"55969","Gold and Glory: The Road to El Dorado",1999,0,6
"55970","Gold Rush The Prospectors Game",1999,10,10
"55971","Valpen Ville",1999,15,4
"55972","Diamonds",1999,20,2
"55973","Tour de la Guadeloupe",1999,60,6
"55974","Glich",1999,30,6
"55975","Crimson Skies: Behind the Crimson Veil",1999,75,0
"55976","Mathador",1999,60,12
"55977","Stacks",1999,0,2
"55978","Kids Say the Darndest Things! Family Game",1999,0,4
"55979","Music Mayhem",1999,60,6
"55980","Explore! Photo Safari",1999,45,4
"55981","Prophecy of War",1999,120,6
"55982","WhizORD",1999,0,4
"55983","Die wilden Schwane",1999,0,5
"55984","Nineteen",1999,10,2
"55985","Ba<U+0142>kany 1912",1999,0,2
"55986","Jogo Rapido",1999,60,0
"55987","Kreuzwort-Wirbel",1999,10,4
"55988","March Madness '99 Scenario Pack",1999,0,2
"55989","March Madness '99 British Rare Vehicles",1999,0,2
"55990","Jolly",1999,10,4
"55991","nerve",1999,0,8
"55992","Panzer Marsch!",1999,60,0
"55993","Operation Pedestal: Malta Convoy, August 1942",1999,0,8
"55994","The Sertorian War, 80-72 B.C.",1999,0,2
"55995","Equus: Cavalry Battles of the Second Punic War, 218-203 B.C.",1999,0,2
"55996","The Flying Tigers",1999,0,2
"55997","Petworld",1999,30,4
"55998","Speel je mee?",1999,15,4
"55999","Frantic Revenge of the Unscrupulous Xorbas Optima aka F.R.U.X.O.",1999,5,3
"56000","Dice-Off!",1999,0,2
"56001","Little Polar Bear Lotto",1999,0,4
"56002","Pocket Trivia: Movies",1999,0,0
"56003","Pocket Trivia: Sports",1999,0,0
"56004","Pocket Trivia: Music",1999,0,0
"56005","Pocket Trivia: Baby Boom",1999,0,0
"56006","Pocket Trivia: Television",1999,0,0
"56007","Baja Blast",1999,30,0
"56008","Litter Bugs",1999,15,4
"56009","Twisted Po-Ke-No",1999,0,6
"56010","Football Party Bingo",1999,0,32
"56011","Elefantenrennen",1999,15,6
"56012","Casper: Hide and Spook",1999,10,4
"56013","Heartbreaker",1999,30,4
"56014","Schwerpunkt: Volume 4",1999,0,2
"56015","Space War II.: The Road to Karaganda",1999,120,8
"56016","Southern Milicia Army List",1999,180,2
"56017","Heavy Gear Tactical Pack Two: Shadow War",1999,180,2
"56018","Heavy Gear Tactical Pack Three: Operation Sudden Fire",1999,180,2
"56019","Heavy Gear Armor Pack Volume One: Tanks & Striders",1999,180,2
"56020","Monopoly: Australian Football League",1999,90,6
"56021","Full Sail: Fleet Actions in the Deep Ocean",1999,90,8
"56022","Polygo",1999,0,8
"56023","My First Number Pairs",1999,15,4
"56024","Kleiner Rabe findet alles",1999,30,4
"56025","Monopoly: Morris Unilever Corporate Strategy Game",1999,90,6
"56026","Dominatus",1999,30,0
"56027","Found Walking: Liverpool",1999,30,0
"56028","Euro-Pack VI: Partisans and Irregulars",1999,0,2
"56029","Euro Pack V: Eastern Front Warfare",1999,0,2
"56030","Got Wings?",1999,60,6
"56031","1830: Wabash Cannonball Variant",1999,240,6
"56032","Maestro!",1999,60,4
"56033","Kaosz Galaktika Kartyajatek",1999,0,2
"56034","Pathways To Leadership",1999,0,4
"56035","Taxi Fly",1999,90,5
"56036","La Grande Armee",1999,20,2
"56037","Hammerin' Iron 2",1999,0,0
"56038","Monopoly: International Euro Edition",1999,90,6
"56039","Trilithon",1999,45,2
"56040","Murder a la carte: Murder at Midnight",1999,120,8
"56041","Race Ready",1999,45,6
"56042","Cookie Crunch",1999,10,4
"56043","<U+015A>ladami Papie<U+017C>a",1999,0,0
"56044","Beyblade",1999,10,2
"56045","On the Road to California Wines",1999,0,18
"56046","Barbie: Go Shopping!",1999,20,6
"56047","ASL Journal #1",1999,180,4
"56048","The International Horse Race",1999,20,6
"56049","Dragon War: Gateways Set",1999,45,6
"56050","Pizza Party",1999,0,6
"56051","Quadrant Z",1999,0,2
"56052","Petaouchnok",1999,10,5
"56053","Cardgame Solomon",1999,0,4
"56054","Escape from the Witch!",1999,0,2
"56055","Kusa Moeru",1999,0,2
"56056","Succesor of Roma",1999,240,5
"56057","Superschaak",1999,0,2
"56058","Fill The Train",1999,10,2
"56059","<U+30C7><U+30B8><U+30BF><U+30EB><U+30E2><U+30F3><U+30B9><U+30BF> Dejitaru Monsut<U+0101>",1999,0,2
"56060","Powerrails",1999,200,6
"56061","Alien: Invasion Risk",1999,90,1
"56062","Das Konzil",1999,0,5
"56063","Camelot",1999,30,6
"56064","JumpStart Alphabet Card Game",1999,0,12
"56065","Dragon Wars",1999,30,2
"56066","En Pointe Toujours!: Combats pour Huguette 6",1999,120,0
"56067","Pokemon Challenge",1999,1,2
"56068","Technopoly",1999,180,6
"56069","Wer's weis gewinnt!",1999,0,10
"56070","Yatzi Zoo",1999,15,6
"56071","RoboRally: King of the Hill",1999,60,8
"56072","Choose Your Clues",1999,30,20
"56073","blau - gelb - rot - ...",1999,4,10
"56074","Wordopoly",1999,0,6
"56075","Anglin Action",1999,30,4
"56076","Follow Your Heart...Get Street Smart",1999,0,4
"56077","BattleTech Field Manual:   Warden Clans",1999,120,6
"56078","BattleTech: Shattered Sphere",1999,120,6
"56079","BattleTech Field Manual: ComStar",1999,120,6
"56080","It's Snoopy!",1999,0,4
"56081","Maurice Sendak's Little Bear Adventure Game",1999,0,4
"56082","Kipper's Pick-up Pairs",1999,0,4
"56083","The Skirmisher #1",1999,0,2
"56084","Provence Pack",1999,0,2
"56085","Search 4 Dinosaurs",1999,15,4
"56086","All Wrapped Up!",1999,15,4
"56087","Battle of the Gods",1999,15,2
"56088","Ready Steady Fart",1999,0,6
"56089","Dork Tower Dealers' Doom",1999,0,4
"56090","Quble",1999,0,0
"56091","Recon... by Fire!  Issue #1",1999,0,0
"56092","Teletubbies Match Party Game",1999,0,8
"56093","Rapid Fire! campaign Guide (Operation Market Garden September 1944)",1999,0,0
"56094","Dinosaur's Journey to Wellness",1999,0,6
"56095","GeoSafari World Challenge",1999,0,4
"56096","Triple Flip",1999,0,3
"56097","Mystery Date Electronic Board Game",1999,0,4
"56098","Biopolis",1999,45,5
"56099","Party & Co XX Century",1999,90,20
"56100","Humanitus",1999,120,6
"56101","Junior Bass Fishin' Game",1999,10,4
"56102","Total It!",1999,0,4
"56103","24 Game: Algebra/Exponents",1999,16,24
"56104","Emmerlaus La Puissance",1999,0,10
"56105","Emmerlaus La Communion",1999,0,10
"56106","Maan roos vis lotto-spel",1999,0,4
"56107","Critical Hit! - Volume 6, No. 1",1999,200,2
"56108","Critical Hit! - Volume 6, No. 2",1999,200,2
"56109","Critical Hit! - Volume 6, No. 3",1999,200,2
"56110","Critical Hit! - Volume 6, No. 4",1999,200,2
"56111","Operation Neptune",1999,600,2
"56112","Die kleinen Wassernixen",1999,30,0
"56113","Noah's Ark game Two by Two",1999,40,4
"56114","Profiles The Biography Guessing Game",1999,60,6
"56115","Alle meine Tiere",1999,25,5
"56116","Familie Bar",1999,25,2
"56117","Vorwarts, kleine Raupe!",1999,10,4
"56118","Die Fusball Fibel",1999,45,4
"56119","Elfenkinder",1999,15,4
"56120","MAX",1999,20,3
"56121","Activity Zusatzkarten",1999,90,16
"56122","LET's go!",1999,60,6
"56123","Fodboldspillet Onside",1999,120,4
"56124","Netrunner: Classic",1999,45,2
"56125","Jim Knopf's Abenteuerspiel",1999,30,4
"56126","Monopoly: Texas Edition",1999,0,6
"56127","Monopoly: Football top clubs",1999,45,6
"56128","Vocabulon des Petits",1999,20,6
"56129","Das grose Brandenburg-Spiel",1999,40,8
"56130","Versability",1999,0,0
"56131","Matchlocks on the Warpath",1999,0,0
"56132","Battletech Operation: Stiletto",1999,120,8
"56133","Trivial Pursuit: Kronen Zeitung 1900 – 2000",1999,60,24
"56134","Trivial Pursuit: 1998 Edition",1999,60,24
"56135","Spoker",1999,40,6
"56136","Two-In-One Halfpenny Fun Games",1999,30,4
"56137","Quiz Granny o Cywilizacji: cz<U+0119><U+015B><U+0107> 2",1999,45,6
"56138","Cocorico",1999,15,6
"56139","Wong's Game",1999,15,2
"56140","Bafa ...The Ancient Game Of Chance",1999,0,6
"56141","Emmerlaus: Abundance",1999,0,10
"56142","Emmerlaus: Destiny",1999,0,10
"56143","SV Werder Bremen",1999,90,6
"56144","Poker Dices",1999,10,10
"56145","Nebraska's Trivia",1999,30,4
"56146","At Home in Sunderland",1999,0,7
"56147","Bonne Peche!",1999,0,4
"56148","Recette de Sorciere",1999,0,6
"56149","Carnage: Herptar & Brigandish Mages",1999,45,2
"56150","Activity: Gold Edition",1999,90,16
"56151","Praxis geheugenspel",1999,0,8
"56152","Chesseract",1999,0,2
"56153","Schnuffel",1999,15,4
"56154","Entdecken wir Salzburg",1999,0,0
"56155","Victoria's Battles Book One: Egypt and the Sudan 1881-1898",1999,90,0
"56156","Gunboat Diplomacy",1999,90,0
"56157","The Rough Riders: A Volley, Bayonet, & Glory Supplement, volume 1",1999,120,0
"56158","The Rough Riders: A Volley, Bayonet, & Glory Supplement, volume 2",1999,120,0
"56159","King of the Mountain",1999,0,6
"56160","Spol",1999,15,6
"56161","Decouvrir La Moselle",1999,0,6
"56162","Warzone: Mars – Capitol Forces of War",1999,120,0
"56163","Armalion: Der Orkensturm",1999,0,0
"56164","Armalion: Zauberey und Gottermacht",1999,0,0
"56165","Il Domino Della Giornata",1999,0,99
"56166","Clockman",1999,45,4
"56167","Xmas Trivia",1999,0,0
"56168","Ord pa ord",1999,30,3
"56169","Tycoon",1999,60,6
"56170","Ancona",1999,30,2
"56171","Mensa Word & Number Puzzle Pack",1999,0,0
"56172","Powerhouses of Wrestling!",1999,0,2
"56173","Clashing Blades!",1999,0,2
"56174","Bzura 1939",1999,0,2
"56175","VOR: The Maelstrom – Union",1999,90,10
"56176","VOR: The Maelstrom – Growlers",1999,90,10
"56177","Vowel Play",1999,60,4
"56178","Paddington Photo",1999,15,4
"56179","Star Wars: Episode I – Electronic Lightsaber Duel Game",1999,10,2
"56180","TV Boss",1999,60,6
"56181","Trivial Pursuit: Edition de la maison Castorama",1999,0,36
"56182","Monopoly: Maine Edition",1999,120,6
"56183","Zwischen Harz und Heide",1999,45,8
"56184","Kuchazu 1944/45",1999,90,3
"56185","The Great Knowledge Game of Ireland",1999,0,4
"56186","Twoja Krzy<U+017C>owka",1999,60,4
"56187","Spendit! Now You're a Millionaire",1999,60,6
"56188","The Game of Football",1999,45,4
"56189","Monopoly: Charlotte Edition",1999,180,8
"56190","Crack the Code",1999,20,2
"56191","Paddington Bear's Suitcase Scramble Game",1999,0,4
"56192","Modern Africa: Rules for modern skirmish battles on the dark continent",1999,0,0
"56193","Yippi",1999,0,4
"56194","Mosaico",1999,60,4
"56195","Honningtyven",1999,30,6
"56196","Kamasutra: The Game of Love",1999,90,2
"56197","Balazoo Jungle",1999,30,6
"56198","Neo-Combat",1999,60,0
"56199","Quaffers",1999,180,6
"56200","Permutu",1999,45,6
"56201","Secrets of the Dark Lord",1999,45,4
"56202","States Game",1999,0,50
"56203","Warhammer 40,000: Codex Eldar",1999,0,2
"56204","WWF ""Attitude in Review"" Game",1999,0,6
"56205","Stratego Legends: Celams and Noslrac",1999,60,8
"56206","Charity: the generous game",1999,0,8
"56207","Kechi",1999,30,2
"56208","GeoMundi",1999,0,0
"56209","GOOLF",1999,0,4
"56210","Monopoly Card Games: Free Parking and Water Works",1999,45,4
"56211","Bella's Mystery Party Game For Kids: The Case of the Stolen Buckle",1999,120,8
"56212","Octo",1999,0,0
"56213","Icehouse: The Martian Chess Set",1999,45,5
"56214","First Division Football",1999,0,1
"56215","Mario Golf 64 Board Game",1999,60,2
"56216","Pokemon Rummy Card Game",1999,0,4
"56217","Sausage Sprint",1999,15,6
"56218","Samurai",1998,60,4
"56219","El Caballero",1998,90,4
"56220","Elfenland",1998,60,6
"56221","Basari",1998,25,4
"56222","Battlemist",1998,200,6
"56223","David & Goliath",1998,60,6
"56224","Sophie's World",1998,0,6
"56225","Fossil",1998,40,6
"56226","Joan of Arc",1998,180,6
"56227","Verrater",1998,60,4
"56228","Falling",1998,5,8
"56229","Victory:  The Blocks of War",1998,180,6
"56230","Mystery Rummy: Jack the Ripper",1998,45,4
"56231","TAMSK",1998,20,2
"56232","Guillotine",1998,30,5
"56233","Take 5!",1998,60,6
"56234","Devil Bunny Needs a Ham",1998,30,5
"56235","NASCAR Champions",1998,30,5
"56236","Pepper",1998,45,9
"56237","Twitch",1998,15,6
"56238","Tycoon",1998,90,4
"56239","Cheops",1998,45,5
"56240","It's Mine!",1998,30,5
"56241","Monsters Ravage America",1998,90,4
"56242","Keydom",1998,90,5
"56243","Europa 1945-2030",1998,120,6
"56244","Medieval Merchant",1998,90,6
"56245","Stadens Nyckel",1998,120,6
"56246","Die Siedler von Catan: Historische Szenarien",1998,90,4
"56247","Tonga Bonga",1998,45,4
"56248","Circus Flohcati",1998,15,5
"56249","Bargain Hunter",1998,60,4
"56250","Quiddler",1998,30,8
"56251","Excape",1998,30,6
"56252","Bucket Brigade",1998,30,5
"56253","Katzenjammer Blues",1998,20,6
"56254","Colorado County",1998,60,4
"56255","Lancashire Railways",1998,120,6
"56256","TurfMaster",1998,75,8
"56257","Finale",1998,30,2
"56258","Kahuna",1998,40,2
"56259","Der dreizehnte Holzwurm",1998,45,6
"56260","Edison & Co.",1998,45,4
"56261","Magalon",1998,60,4
"56262","Zoff in Buffalo",1998,45,5
"56263","Filthy Rich",1998,60,5
"56264","La Isla Bohnita",1998,90,7
"56265","Jumbo Grand Prix",1998,30,5
"56266","Freibeuter",1998,60,4
"56267","Age of Arguments",1998,120,4
"56268","Bretonenboule",1998,15,4
"56269","Through the Desert",1998,45,5
"56270","The Big Cheese",1998,30,6
"56271","Charlemagne",1998,90,4
"56272","Die Seidenstrase",1998,60,7
"56273","Putsch",1998,120,6
"56274","Alles Futsch",1998,45,5
"56275","Business",1998,45,6
"56276","Blindside",1998,0,4
"56277","Bosworth",1998,60,4
"56278","Zero",1998,20,5
"56279","Ninja Wars",1998,30,4
"56280","Would You Rather...?",1998,20,8
"56281","War of Resistance",1998,0,2
"56282","Bitter Woods",1998,240,2
"56283","Maul of America",1998,120,6
"56284","Lowendynastie",1998,30,6
"56285","Aquarius",1998,20,5
"56286","Quacksalbe",1998,30,5
"56287","For the People",1998,360,2
"56288","Titanic: Der Mythos",1998,20,5
"56289","Scotland the Brave",1998,180,2
"56290","Real Action Stockcar Championship",1998,90,20
"56291","Cranium",1998,60,16
"56292","Beheaded",1998,30,30
"56293","Catan: Cities & Knights",1998,90,4
"56294","Mag·Blast",1998,60,6
"56295","Trivia for Dummies",1998,20,4
"56296","PanzerZug",1998,30,6
"56297","1848",1998,0,2
"56298","Auf Trab im Sulkydrom",1998,30,8
"56299","Svea Rike: Batalj",1998,180,5
"56300","Cosmic Eidex",1998,60,3
"56301","Der Tiger ist los",1998,15,4
"56302","Diver",1998,0,6
"56303","Himalaya",1998,45,5
"56304","Kraut & Ruben",1998,30,5
"56305","Deadlands: Doomtown",1998,45,6
"56306","Max.X",1998,10,8
"56307","Pacific Northwest Rails",1998,180,6
"56308","Piratenpoker",1998,20,5
"56309","Rockets",1998,45,4
"56310","Tokami",1998,30,5
"56311","Der Schatz der Erdgeister",1998,45,4
"56312","Matschig",1998,30,6
"56313","YoYo",1998,15,6
"56314","Flower Power",1998,10,6
"56315","Trick 'r Treat",1998,20,6
"56316","Lucky Five",1998,30,6
"56317","Tendix",1998,45,3
"56318","Nanuuk!",1998,20,4
"56319","Cloudbusters",1998,60,4
"56320","Hocus Focus",1998,10,8
"56321","1851",1998,180,5
"56322","Cults Across America",1998,180,6
"56323","Kommando",1998,15,2
"56324","Secret Labyrinth",1998,30,4
"56325","So ein Zirkus",1998,10,4
"56326","Safari Jack",1998,30,4
"56327","Starbase Jeff",1998,60,4
"56328","Pivot",1998,30,8
"56329","Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition",1998,90,4
"56330","MacGregor",1998,30,4
"56331","Ancient Empires",1998,360,7
"56332","Alpha Blitz",1998,30,6
"56333","Dimenticato",1998,20,4
"56334","Earthquake",1998,30,4
"56335","Crazy Rummy",1998,20,2
"56336","Abduction",1998,20,4
"56337","Ohio",1998,30,5
"56338","Trailer Park Gods",1998,30,6
"56339","The Cigar Game",1998,45,6
"56340","Zocken",1998,50,8
"56341","Get Out",1998,120,8
"56342","Ritter ohne Furcht und Tadel",1998,45,10
"56343","Jump!",1998,45,5
"56344","Lord of the Fries",1998,45,8
"56345","Mississippi Queen: The Black Rose",1998,45,6
"56346","Barbarossa: Army Group Center, 1941",1998,120,4
"56347","Space Station Zemo",1998,45,5
"56348","Spammers",1998,90,6
"56349","Knightmare Chess 2",1998,60,2
"56350","Alien Hotshots",1998,20,4
"56351","Gossip",1998,30,6
"56352","Proton",1998,10,2
"56353","Doomsday Cult 2000",1998,30,6
"56354","Wortersee",1998,20,4
"56355","Friesematenten",1998,60,4
"56356","Babylon 5 Component Game System: Reinforcements Pack #1",1998,120,6
"56357","Myst",1998,30,6
"56358","RoboRally: Radioactive",1998,120,8
"56359","Titanic: The Board Game",1998,90,6
"56360","Primordial Soup: Freshly Spiced",1998,90,6
"56361","Verflixt und Zugesperrt",1998,0,4
